content,Quality,Service,Shipping,Packing
3702,"hàng không đúng như mô tả.
không có chỗ đổ mưc thay thế",0,,,
3704,"Điện thoại xài tầm 2 tháng bị lỗi phần mềm, liên tục bị đơ máy, bộ nhớ 32G nhưng chỉ hiển thị khả dụng 22G, ổ cắm là Micro sd chứ hk phải Type C ( lỗi 1 phần do mình không đọc kĩ) nói chung quá tệ so với bản redmi 8.",0,,,
3705,Sach mua về bị bung Trang hết shop ơi,0,,,
3707,Chất lượng rất kém,0,,,
3708,"Điện thoại đẹp, giao hàng nhanh, có điều cái màn hình giả, nhìn trên hình tưởng màn hình thật.",0,,,
3709,"ko phải inox 304,,, hình như 201 vì thấy mõng mạnh,gập gềng,ko dám để vật nặng",0,,,
3710,"Hàng giao kg đúng như quảng cáo, đề nghị trả lại hàng và hoàn tiền",0,,,
3713,"mesh wifi này k hỗ trợ lan 1G chỉ lan 100MB thôi, với tốc đọ nhà mạng hiện tại k phù hop, mình xài mang 1G mua này xong xem như bỏ,",0,,,
3714,"Sách hay nhưng bị quăn ở đầu góc bên phải , bảo quản chưa tốt",0,,,
3716,Bao bì đã bị rách khi giao. Đồng ý là sản phẩm giảm giá. Tuy nhiên cần báo trước tình trạng sản phẩm cho khách hàng.,0,,,
3718,"Quá tệ tuy rằng giá rẻ nhưng shop bán một thứ gì đó người ta phải sử dụng được thì họ mới tin tưởng để lần sau mua tiếp, mình mua về gắn trước nữa ngày mới gắn vào được một ngày rớt đổ bể hết tùm lum, MN nên tẩy chay sản phẩm này😬",0,,,
3719,mới lấy 4 bóng đèn cám vào điện bóng không sáng,0,,,
3720,"Rất không hài lòng ! Mình đã dùng ASFA , trước đó là FUJI , tất cả đều không màu vì mình có thể xịt thẳng lên da , quần áo hay bao bì thực phẩm . Đọc mô tả , thấy loại này có màu trắng và thơm mùi trà nhẹ nên rất thích . Nhưng thực tế thì sản phẩm màu cam nâu và không hề có mùi trà . Mình thật sự không biết có màu như vầy thì dùng thế nào đây ??? Mình đề nghị bên bán phải mô tả sản phẩm chính xác , không để khách hàng ngộ nhận ! Riêng về phần giao nhận , mình luôn đánh giá cao TIKI , đạc biệt trong đợt dịch này , phải nói các bạn làm quá tốt - giao hành nhanh , đóng gói cẩn thận , giao tiếp khách hàng tốt ! TIKI ráng giữ vững phong độ nhé !",0,,,
3722,"Hàng giao không đúng thông số như quảng cáo, đặt hàng Pin 10,4V - 5200mAh trong khi giao hàng 11,1 V - 4400mAh. Đã gửi hỗ trợ nhưng chưa thấy gì.",0,,,
3724,Ọp ẹp. Cảm thấy ko ổn. Ko chắc chắn,0,,,
3725,"Cảm giác ko được mượt lắm, nhờ Tiki kích hoạt bảo hành dùm ạ",0,,,
3729,"Rat te, khong tham nuoc tot",0,,,
3732,chân mỏng manh công vênh quá sop ơi! chẳng may đang nướng con mèo chạy qua va vào thì tôi (cố gắng khắc phục lại cái chân cho cứng chút để đảm bảo an toàn cho người sử dụng nhé),0,,,
3733,Sản phẩm mới mua không dùng được,0,,,
3735,"bìa sách bị bẩn, giấy 2 loại màu, trắng và vàng xen kẽ nhau, hình như giao từ HCM, so với Đà Nẵng thì mình mua ở ĐN luôn mới, và có book mark mặc dù giá rất rẻ...",0,,,
3738,"Mình mua 3 sản phẩm/ lần của shop, có 2 sản phẩm không đạt chất lượng nên cũng ko hy vọng lắm về sản phẩm này, cho 3 sao an ủi shop_x000D_
P/s: Lúc mua ko để ý lắm về giá, giá mắc gấp đôi những shop khác T_T",0,,,
3739,"Mình có đặt 4 cây Đèn pin Laser Laze MV – 303 (Đen) tặng pin sạc và sạc, nhưng 3 cây đèn xanh thì dùng ok, còn 1 cây đèn đỏ thì bị lỗi, đèn sáng chập chờn lúc dùng được lúc dùng không được, cần bên bạn giải quyết hỗ trợ đổi hàng",0,,,
3740,"Sách tuy đã được bọc một lớp nilon ở ngoài rồi nhưng khi mở ra bìa bị trầy, bị sọc cả mặt trước và mặt sau, cạnh sách bị vênh hết . Trong khi những quyển khác mua chung, không bọc nilon mà vẫn không sao hết. Có cảm giác như bọc nilon là để che dấu vết xước vậy. Thêm nữa giá cả của sách, chất lượng giấy in, giấy bìa không tương xứng.",0,,,
3742,"Sản phẩm nhận được như hình nhưng có vẻ nhiều vết trầy xước, cũ kĩ , như kiểu hàng trưng bày, nếu là lí do để lâu thì không hợp lí vì sản phẩm để NSX 15/06/2021 
Định cho 1 sao nhưng vì sản phẩm có vê chắc chắn, cứng cáp nên cho 2 sao",0,,,
3743,không giong nhu quan cao nam keo ra bi duc kg co dai,0,,,
3745,Cây lau hơi yếu. Nhất là bàn lau. Xoay chưa êm ái,0,,,
3746,Nhã kem khó khăn k như mô tả,0,,,
3748,"chất lượng sản phẩm không giống như thông tin, sai số quá nhiều (mặc dù đã có ghi trong web), gối này chỉ phục vụ cho trẻ em, trả lại được không",0,,,
3750,Thực sự phải nói là tiền nào của nấy.,0,,,
3751,"Không hài lòng với bản dịch này. Nhiều đoạn dịch dài dòng, khó hiểu, thậm chí đọc đi đọc lại vẫn không hiểu nói gì. Mình nghĩ những thiều thú vị của quyển sách bị mất đi rất nhiều do quá trình chuyển ngữ. Nếu bạn đọc tốt tiếng Anh thì nên mua hẳn bản gốc thay vì bản dịch này.",0,,,
3752,Sài được mấy hôm thì quạt không chạy nữa,0,,,
3755,mực in bị nhòe. không in được,0,,,
3756,Mực in lhi in giấy ra rất mờ nhạt không thấy rỏ,0,,,
3757,Thời gian sử dụng ko như mong muốn rất nhanh hỏng,0,,,
3759,Không  thích  vì  mỏng  manh  quá,0,,,
3760,tình hình mình nhận hàng hôm 4 tây mình bận làm nên nay mới mở hàng ra thử mà bật nguồn mãi không lên. mong tiki giải quyết sớm giúp mình.,0,,,
3762,"Remote bị bể ở góc, nhờ đổi lại cái remote khác",0,,,
3763,Hix. Sp bị lỗi mà vẫn giao cho khách. E nhận đc mấy bữa hôm nay mới lôi ra để lau. Hix. Thấy dò nước thì mới pít là bị nứt ở dưới.,0,,,
3765,"Giao nhanh, đóng gói đẹp nhưng sản phảm bên trong bị rách.",0,,1,1
3766,"Ồ, tôi khá bất ngờ về chất lượng nội dung của sách, tái bản lần thứ 7 và vẫn rất nhiều lỗi chính tả đơn giản như "" dờ, dới, hông, muống, xẻ""? Tự hỏi tôi đã được giao một sản phẩm xuất bản phẩm thật?",0,,,
3770,Cắm điện bị nổ chưa dùng được lần náo,0,,,
3773,"xạc pin nào cũng bị báo lỗi, quá kém",0,,,
3774,"Bình thường không được như quảng cáo, nhà đang dùng loại 3 râu cũng hãng này kiểu dáng này mà màu đen phát wifi xa hơn, mạnh hơn. tính mua bề thay cái cũ mà lại kém hơn.",0,,,
3778,có ba đầu hình như là bị lổi và đầu nói vít bị xéo và khá xước còn lại thì ổn,0,,,
3779,Mình cài thân cây vào đầu lau ko dc. Nhà bán liên hệ mình sớm nhé!,0,,,
3781,"Mình đọc review là sách bán chạy top các kiểu, mà đọc dc 36 trang đầu thấy sai chính tả tè le, vậy cái này là sách lậu hả mn :( chứ best seller sao sai chính tả nhiều vậy được?",0,,,
3782,"sp giao bỏ hộp đàng hoàng, nhưng tại sao khi nhận về mở hộp ra thấy hàng nát bét luôn????",0,,,
3787,dòng chập chờn. ra màn hình to bị nhoè,0,,,
3789,"chống thấm ngoài trời được 3 cơn mưa, rồi bong tróc tự mủn, chất lượng cực tồi tệ, tưởnv được vài năm mà 3 tuần đã trõ, không nên mua phí tiền, shop gủi kèm phiếu bảo hành 1 năm giờ b.h thế nào?",0,,,
3790,"Tiền nào của đấy, sử dụng sau 1 tháng đây ạ",0,,,
3793,"sản phẩm rất tệ, mua mới mà cứ tưởng như mua cũ",0,,,
3795,"11/11 Hơi đen, trúng ngay sản phẩm lỗi, thao tác đơ luôn 😵",0,,,
3796,"Mua 4 tháng giờ không nhận điện lưới, không sạc được.",0,,,
3801,"Đây là sản phẩm loại 2, trên mạch không có chữ Orico.
Cắm vào máy tính rất khó nhận, tốc độ đọc-ghi tối đã chỉ có 40MB/s.",0,,,
3802,"tủ yếu lắm, ko có cứng cáp như hình mô tả 
vải thì mỏng, dễ rách, và đường may ko chắc, tét chỉ,  chỗ cửa tủ có móc để đóng của, móc bị bung phải khâu lại",0,,,
3803,"Bài sách móp cạnh không có seal cho sách , cũ mình khá là ko hài lòng",0,,,
3805,Nội dung sách hay nhưng chất lượng sách quá tệ. Vừa mua trang sách đã lần lượt rơi lả tả,0,,,
3806,"Thời gian, công việc, gia đình và cái chết. Tất cả được nhà văn mô tả một cách sâu sắc, nhưng nhẹ nhàng. 
Không phải áng văn hùng hồn, triết lý mà đó là sự thật được nhìn lại, được thuật lại một cách đơn giản và dễ tiếp thu. 

Sách khá hay nhưng tiki gửi sách lỗi trang",0,,,
3807,hàng cũ trống mòn in mờ không dùng được. không có chíp hộp mực. nói chung lừa đảo yêu cầu tiki cho ra khỏi.,0,,,
3808,"Hộp mực in không rõ, như hình mình in thử, bên rõ là của máy bên mờ là của shop, tiền nào của ấy là có thật",0,,,
3809,Dán ko dính miến nào hết...xong bỏ ko sữ dụng được,0,,,
3810,"Đồng hồ quá tệ, máy ko chạy, giờ bỏ chứ biết sao",0,,,
3812,"Sản phẩm chất lượng không như hình, ván ép dán bong tróc, không thẩm mỹ.",0,,,
3814,"Sách khổ to đẹp, nét vẽ đáng yêu, các bạn nhỏ rata thích nhưng bạn bé nhà mình phát hiện ra là sách thiếu trang từ trang 17 đến trang 20.  Do vậy thiếu thông tin 1 số nước ở các trang này.  Shop vui lòng kiểm tra lại va gửi lại/ đổi giúp mình cuốn đầy đủ thông tin. Xin cảm ơn shop!",0,,,
3815,Màng hình chập chờn:| những dùng được:),0,,,
3816,"đồng hồ chạy k chính xác. báo thu hồi thì  nhận về ktra và bảo vẫn chạy tốt, mình nhận lại nó vẫn chạy sai. . .mua về cần xài, ai mà rãnh đâu khiếu nại hoài ...",0,,,
3817,"Dán được vài bữa rớt, keo không dính như quảng cáo",0,,,
3818,"Sách không xứng với cái giá 330k. Mở đầu mất 40 trang, phụ lục lên đến 80 trang mà do happylive copy trên mạng về (phần này đầy trên mạng, kể cả ảnh minh họa cũng giống hệt và sai mà ko biết sửa), phần chính 240 trang. Mình đoán nếu bỏ đi phần râu ria này thì cuốn sách mỏng tèo. Mua sách cứ mong được một cuốn từ điển, một cẩm nang về ichimoku mà thất vọng. Khuyên các bạn không nên mua.",0,,,
3819,Đóng gói kỹ. Nhưng náp nhựa bị cong vênh. Cái thì mất cục nam châm.,0,,,1
3822,"chất lượng rất tệ, không thấm nước như quảng cáo",0,,,
3824,tấm pin ọp ẹp không chắc chắn,0,,,
3825,"Mình mua bộ này về máy ko nhận SIM, reset đi, reset lại, thay SIM mà vẫn ko được",0,,,
3827,"Không sử dụng được kềm, giờ mới lôi ra bấm, 10 cái thì chỉ đc tạm 1 2 cái, _x000D_
Nói chung là chỉ bấm chơi, đi dây mạng cho khách hàng là chết",0,,,
3828,"Xộc xệch, tỷ lệ bật ra lửa khoảng 30%: bóp 3 lần thì 1 lần ra lửa. Phí tiền.",0,,,
3833,Chất lượng mực không được tốt. Kết quả in ra giấy bị lem mực,0,,,
3834,sản phẩm có vấn đề nha kết nối nhấp nháy tự động ngắt xong kết nối lại liên tục yêu câu shop đổi trả nha .,0,,,
3835,"Mua cùng lúc với tiki nhưng sách mua ở app khác (sách bên phải) chưa gỡ bao ra mà sách này ở tiki đã gỡ ra rồi nhìn khá dơ, hơi thất vọng",0,,,
3836,Tôi mua về mà không sử dụng được vì cắm vào máy tính không thấy gì cả,0,,,
3837,"không sử dụng được
Truy cập yếu",0,,,
3844,"Tôi nhận hàng với tình trạng seal không nguyên vẹn, đã bị mở. Cục phát wifi thì bị dính 1 cọng tóc ở giữa khe. Cho tôi hỏi bạn bán đồ mới hay secondhand ạ? Tôi muốn được giảm giá cho hàng tôi đã nhận vì tôi không có thời gian để gói và trả hàng.",0,,,
3845,"Hộp mực bị hỏng, in bị đen",0,,,
3846,Hàng dỏm nhưng sài cũng được,0,,,
3848,"Nội dung cơ bản ổn, giấy tốt, chữ in rõ ràng nhưng bìa sách bám bẩn, gáy sách bị rách và đã có dấu hiệu bong. Trang 101 bị sai vị trí (nội dung 2 trang phải đổi chỗ cho nhau mới đúng).
Tiki có đổi trả k nhỉ?",0,,,
3849,Hàng nhìn thấy đẹp chắc chắn mấy chân đồng mập cứ tưởng sài chất lượng cao nhưng không thể ngờ không kết nối với các lỗ của thiết bị được.,0,,,
3850,Ko hai long dân phẩm thiếu chất lương,0,,,
3854,Máy chạy không mượt. Tư động khởi động lại máy và yêu cầu Factory data reset 2 lần.,0,,,
3855,Chỗ cắm siêu chập chờn cảm giác dễ gây chập mạch,0,,,
3856,"Sản phẩm lỗi không dùng được, người bán không trả lời tin nhắn",0,,,
3859,Kích thích sản phẩm theo thông tin chi tiết thì khác với thực tế in trên bao bì là tại sao rất thất vọng với loi bán hàng như vậy,0,,,
3861,"Sách ổn, nhưng có vẻ là sách photo lại, không có seal, cũng không có bookmark",0,,,
3863,"Pin không nhãn mác và rất nhẹ, khả năng cao là hàng giả r",0,,,
3865,"Làm ăn gian dối, tôi hỏi 1 viên pin dùng được bao lâu thì trl là 3 tiếng, thực tế thì chừng nữa tiếng, đề nghị tiki xẻ lý nhà cung cấp này",0,,,
3867,"Pin mới nhận hôm qua 2/2, hnay mới có time test thử, phát hiện dây bị lỗi giống như bị vật gì cấn đè lên ko bik có ảnh hưởng đến quá trình sử dụng ko. Hiện gắn vào thì máy vẫn xài bình thường. Đổi trả mất time. Tiki mà ko duyệt bài này là Tiki lừa dối khách hàng",0,,,
3868,Hộp mực rất chuyên nghiệp nhưng chất lượng mực còn mờ. Sắc đen chưa sắc nét,0,,,
3871,"San pham te hon mong doi, khop xoay khong em, keu cot ket cot ket rat buc minh, keu to nua",0,,,
3872,"Giao sớm nhưng hộp móp méo, chắc do giá rẻ nên chi tiết không sắc sảo, khung kẹp bằng nhựa không chắc chắn. Kích thước nhỏ hơn mong đợi.",0,,1,
3874,"Bị giao cuốn sách bị lỗi, gần 20 trang không dính vào quyển sách, thất vọng",0,,,
3877,"Không chuẩn , phát sóng kém",0,,,
3879,"Sách đẹp nhưng bị ẩm, bìa cong vênh lênh, các trang trong bị nhăn :(((",0,,,
3880,"bắt sóng 4g yếu, hàng ko chấtluongwj",0,,,
3881,ổ cứng lỗi lắp không nhận,0,,,
3885,Sản phẩm bị cong vênh! Còn chung quy là ổn! Chắc chắn,0,,,
3886,"sp không giống hình, cạnh ko đc bo tròn. mặt bàn ko đc khoan lỗ sẵn để bắn ốc. chất lượng phù hợp giá tiền.",0,,,
3887,"Sọc dọc cả màn hình, nhìn rất rõ._x000D_
_x000D_
Đổi sang màn hình thứ 2, có 3 khu vực có điểm ảnh chết._x000D_
_x000D_
Lấy lại tiền (mất tiền ship)._x000D_
_x000D_
Chạy sang CellphoneS mua bản 27"", xem thử 2 cái. 1 cái đã bị bóc ra cho khách hàng khác xem, một vệt điểm ảnh chết rất lớn. 1 cái có vẻ chưa bị bóc ra thì bị đúng 1 điểm ảnh chết, tôi đành lấy cái này bởi vì thôi thì giá 10tr với thông số thế này là ok rồi._x000D_
_x000D_
Dịch vụ của Tiki ok. Sản phẩm còn nguyên tem niêm phong của nhà phân phối. Sẽ không mua CellphoneS nữa, làm ăn vớ vẩn, mở sản phẩm ra cho khách xem trước khi khách trả tiền, như thế thì sao còn yên tâm về chất lượng sản phẩm được.",0,1,,
3888,Sản phẩm kém chất lượng. Mẫu mã không đúng với hình ảnh được đang,0,,,
3890,"ko hiểu sao review tốt vậy mà mình mua về thấy rất tệ. kết nối chập chờn, tốc đô chậm :(",0,,,
3891,"Bìa sách bẩn, có nhiều vết mực, giấy cũng bẩn, ố _x000D_
Nói chung sách cũ",0,,,
3893,"Sử dụng được 1 lát thì mạng bị tắt, kiểm tra lại thì đèn tín hiệu của sản phẩm đã tắt, bấm giữ nút nguồn cũng ko lên, phải cắm điện thì mới lên tín hiệu và vào lại mạng được. Diễn ra khoảng 1 tiếng 1 lần như vậy. Rất bất tiện khi một lát phải quay ra kiểm tra lại thiết bị. Đề nghị nhà cung cấp liên hệ để tư vấn cho biết có phải sản phẩm bị lỗi hay không???",0,,,
3894,mực cho vào máy ko thấy in đc hỏi không thấy nhà bán trả lời. hỏi hp vn bảo đem máy lên trung tâm ktra mới mua đc 3 ngày  vác đi sửa????,0,,,
3895,Hàng gì bị rỉ sét chùi rửa không ra,0,,,
3896,Nắp ngồi rơi kêu ầm ầm không êm như quảng cáo,0,,,
3900,sao lại tràn mực thế này . m dùng 3 cái đều thế,0,,,
3906,Tốc độ quá tệ hại. Ghi usb 3.0 nhưng tốc độ còn thua 2.0. Cực kì thiếu ổn định. Làm ăn rất chán! Không đáng tiền!!,0,,,
3908,"Vải xấu, ko đc sạch lắm. Cứng cáp tương đối thôi, khó lắp",0,,,
3909,sản phẩm này chấp nhận được,0,,,
3913,T mua biên niên cô đơn cùng tuổi trẻ hoang dại. 2 sách gần bằng giá nhau (gần 100k) tuy nhiên chất liệu giấy và bìa biên niên cô đơn phải nói quá tệ. Xấu. Ít nhất giấy và bìa cũng cứng cáp chút. Như tuổi trẻ hoang dại thì giấy và bìa khá tốt so với giá bán. Nội dung ổn. Chỉ góp ý sau này in giấy tốt hơn,0,,,
3914,hàng giả mào xài 2 ngày hư nguồn,0,,,
3915,Lác quá bất mạn íu đơ đơ khó chịu xem yuotube cug lát lướt k im tay nếu này mua 1tr thì hộp tiền hơn máy thì đẹp cơ cấu íu tiền nào của nấy...,0,,,
3916,"Độ bền quá kém. Dùng được 1 lần. Lần 2 cháy nguồn, cháy luôn thiết bị.",0,,,
3917,"Rách bìa rồi ạ, vì mình viết review sách trên IG nên nếu tình trạng thế này sẽ ko ổn ạ không biết có thể đổi hay ko ạ?",0,,,
3918,"Chảo chống dính nhưng chiên dính như thường, hơi khều nhẹ là mất lớp chống dính rồi.",0,,,
3926,bộ vòi ko bơm nước rửa chén lên được đâu nhé các bạn. mình đã lắp vào dùng và nhấn mỏi cả tay nước rửa chén ko lên,0,,,
3927,"Pin để không 1 thời gian cũng hết pin, lắp viên đầu dùng đc vài tháng, sau đó mở cả hộp gắn từng viên vào remote ko viên nào được. Mua tạm 1 viên ở hiệu sách thì dùng được. _x000D_
Hàng chất lượng kém.",0,,,
3930,"Rất không hài lòng với sản phẩm. Sảm phẩm mới mà như mua cũ. Nắp phía sau rất cập kênh, không khít, dễ bị tách ra. Thật sự không hài lòng. Rất mong tiki đổi sản phẩm khác cho mình. Mua hàng tiki từ lâu mà giờ thấy quá thất vọng",0,,,
3935,nó tệ còn hơn chữ tệ. không nên mua. Dán chưa đc 1 ngày mà đã rớt rồi...,0,,,
3939,"vỡ tấm pin, chán kiểu gói hàng và vận chuyển",0,,,
3940,"sách bụi với gãy sờn góc nhiều, như sách cũ vậy !",0,,,
3941,"Dây không giống như hình quảng cáo, trông rất dỏm",0,,,
3942,"nhỏ gọn, một vài lỗ chờ để lắp vít bị vênh nhau dẫn đến khó lắp ráp.",0,,,
3943,Cái kiểu này là mấy hôm nx nó sẽ bong ra luôn á =)),0,,,
3944,Thép cứng nhưng thái không mượt,0,,,
3945,mua về nhưng máy không dùng đc!!!!!!!,0,,,
3946,Sản phẩm bị lỗi không có tin hiệu kết nối(sau 2 ngày sử dụng) đề nghị tiki đổi hoặc bảo hành sản phẩm sớm.,0,,,
3947,"Nắp và muỗng bằng nhựa, Sự tinh xảo trong  gia công công và độ hoàn thiện khá thấp. Tạm dụng được chứ chưa thật sự hài lòng.",0,,,
3951,"Ko như kì vọng, mua thấy tốn tiền thôi, phát wifi còn thua xa thiết bị phát của nhà mạng. Bán kính phát hữu dụng tầm 10m đổ lại, 2 thiết bị nên cách nhau khoảng 5m để bắt tín hiệu tốt nhất. App dùng ok, có tính năng antivirus, nhưng hy vọng sẽ có tính năng hẹn giờ tắt/mở thiết bị/wifi sau này.",0,,,
3952,"Giấy quá mỏng, có cảm giác hơi xù xì",0,,,
3954,Phát sóng yếu mặc dù 4 dâu,0,,,
3955,Chưa đọc được trang nào mà nhận về thấy sách rách bìa là hết vui rồi. Cho 3 sao vì còn tin tưởng tiki sẽ khắc phục trong những lần tới.,0,,,
3956,hộp mực mua về ko còn tí mực nào và in ra như thế này nè. lừa đảo nha mn tránh xa. do có 115k nên mình ko thèm trả nhưng nói cho mn biết mà tránh,0,,,
3963,"Dây ko có đầu bảo vệ, bấm dây quá sơ sài thò cả sợi ra. Chán",0,,,
3964,Gối rộng và to lại không ôm sát cổ dù đã thắt dây hết cỡ,0,,,
3965,"dán ko dính, quá tệ, ko hài lòng",0,,,
3971,"Sản phẩm giao không giống như hình trên www của Tiki, hàng mới mà bị trầy sướt như vậy, chổ để ly không giống như hình sản phẩm trên www của Tiki",0,,,
3975,"Giấy sách in chưa đẹp, hơi cũ!",0,,,
3976,"k hai long, chẩ luong k tot",0,,,
3977,"Nói chung là mình không hài lòng với sản phẩm này. Quét ảnh khó, ảnh quét ra không đẹp, không tiện dụng như mình tưởng.",0,,,
3980,Hang qua te.chua sai dc 5 phuc.da het pin,0,,,
3986,"Máy tuy có chức năng wifi nhưng cách xài khá rối rắm nhất là ở khâu kết nối wifi. Máy in chậm, hộp mực nhanh hết, giá thay mực là khoản 450 nghìn. Chỉ phù hợp khi in lặt vặt.",0,,,
3987,Kệ nhận bị xước gỗ nhiều chỗ. Mua giá 130k để chậu cây dùng tạm được,0,,,
3988,"Sản phẩm kém chất lượng, dùng được 1 thời gian như thế này luôn. Mà tính ra mới dùng chưa được 10 lần",0,,,
3990,"Sản phẩm khi giao bị lỗi vỡ đầu cán cầm. Mình đã kiến nghị với shop và được shop nói sẽ chuyển đầu khác để thay thế. Mình chờ shop gửi lại nhé._x000D_
Nếu đúng như lời hứa thì đánh giá cao dịch vụ trách nhiệm của shop._x000D_
Mình cảm ơn",0,,,
3993,"Tiki giao hàng nhanh, hộp kín, ko có gì để chê.

Router này tiền nào của đó: ko có wifi ac, kết nối với các thiết bị rất chập chờn, lúc có lúc ko, đã up lại firmware của vn nhưng ko cải thiện được vấn đề.

Nếu bạn muốn wifi xuyên tường thì mình khuyên nên mua dòng mắc tiền hơn (nhớ so sánh các hãng với nhau). Còn nếu bạn muốn làm repeater câu wifi cho pc qua cổng Lan thì con này hợp lí vì hiện mình câu thấy khá ổn.",0,,1,1
3994,"Không tín hiệu, không sử dụng được",0,,,
3995,phần nắp không chắc chắn lắm !,0,,,
3998,Nhà xuất bản trẻ làm ăn k uy tín. Chuyên có kiểu nửa chừng đổi giấy. 45k 1 tập mà chất lượng giấy xấu k chịu đc,0,,,
3999,"- THÔNG TIN SÁCH KHI TIKI ĐƯA LÊN QUÁ ÍT. SÁCH NÀY ĐƯỢC IN LẠI TOÀN BỘ TỪ BẢN DỊCH NĂM 1993 (KHÔNG XIN PHÉP), CŨNG KHÔNG HỀ CÓ HIỆU CHỈNH. NXB NHÃ NAM, THỰC SỰ LÀM MÌNH THIẾU THIỆN CẢM

- LÀ THỂ LOẠI VĂN VIẾT, MÀ SAI TỪ  'BỆNH"" VÀ ""BỊNH"", ""BÊNH"" VÀ ""BINH"", ĐỌC VÀO CẢM GIÁC RẤT KHÓ CHỊU, NHẤT LÀ KHI BẠN YÊU SÁCH, YÊU VĂN HỌC MÀ TỪ NGỮ LẠI DÙNG SAI.",0,,,
4003,cửa hàng bán hàng mất dạy. SP khác hoàn toàn với thông tin được đăng. tôi k cần mua sp như này.,0,,,
4005,"order 2 sp, giao 2 nhãn hàng khác nhau. 1 chạy 1 không, chất lượng sp kém, mềm dễ vỡ",0,,,
4007,không sử dụng đc không như quảng cáo,0,,,
4008,Nhận hàng truyện bị df trông kinh dị hết sức,0,,,
4009,"Mua 2 cái, đều không dùng được. Tiki nên xem lại để bán hàng nhái, k có chất lượng.",0,,,
4010,"Dù mới vừa mở ra đã bị các vết cóc rồi, cửa hàng nên xem lại khâu kiểm tra sản phẩm. Làm sao để tôi đổi trả hàng?",0,,,
4013,"Cực chậm, ảnh hưởng cả localhost. Không dùng được. Không nên mua.",0,,,
4014,"Phải nói là với tầm giá này mà nhận được hàng quá thể là chán không chấp nhận nổi luôn 
Mỏng như bvs và đầu thì bằng nhựa lắp vào nước bắn tứ tung",0,,,
4015,"Sách khổ to đẹp, nét vẽ đáng yêu, các bạn nhỏ rata thích nhưng bạn bé nhà mình phát hiện ra là sách thiếu trang từ trang 17 đến trang 20.  Do vậy thiếu thông tin 1 số nước ở các trang này.  Shop vui lòng kiểm tra lại va gửi lại/ đổi giúp mình cuốn đầy đủ thông tin. Xin cảm ơn shop!",0,,,
4018,Làm ăn như cc nói này bán kia.t rin tiki t mới đặt hàng k ngờ lũ thất đức như nhau,0,,,
4020,"Sách vừa giao xong, lấm lem, bẩn và như sách cũ vậy. Đã thế đúng lần mình muốn đem đi tặng",0,,,
4022,Máy lỗi Sọc màn hình rồi.,0,,,
4023,"Để nghị đổi lại hàng giao bị lỗi, 2 bình áp suất 0 , nên sẽ ko dùng dc, shop bán hàng rất vô trách nhiệm, hôm trước giao lỗi mình đã ko nhận, nay giao lại vẫn giao lỗi y chang như vậy ?",0,,,
4025,Chưa dùng đã hỏng.🙄🙄🙄🙄🙄🙄🙄,0,,,
4029,"pin không rõ nguồn gốc, có 1 viên theo vĩ, khg có tí điện, mấy viên kia bình thường!",0,,,
4032,"Giao không giống như miêu tả, miếng dán rất yếu dù mình dán trong tường gạch.. ko chịu nổi 1 cây chổi nữa :(

Cái này không dán tường được, mình vừa thử xong .. tróc nguyên miếng sơn tường..",0,,,
4035,Tôi mua về đc 4 tuần r ko bt mà bị rỉ sét đề nghị người bán đơn hàng này đổi cho tôi cái mới,0,,,
4039,"Đây là lần đầu mình mua Tiki chọn shop này- nhưng giao hàng 2 thanh đều bị cong k gắn ốc bào được
Cả tầng 3 và tầng 2
Ship hàng trong thùng gọn gàng mà lại giao 2 thanh gãy???? Rồi nó k khớp sao gắn",0,,,
4040,"Kẹp làm bằng nhựa rẻ tiền, lò xo yếu, chưa dùng đã bung. Kẹp bát được. Không kẹp đĩa được. Phí tiền. Không nên mua",0,,,
4041,"Hàng kém chất lượng, mỏng, nước ra yếu",0,,,
4042,Giao hàng khg đúng với QC trên Tiki. Tiki cần lưu ý shop này để những người sau khg bị lừa dối,0,,,
4043,Mực in mờ tạo cảm giác sách không được in tốt.,0,,,
4049,Đèn nhỏ ko sáng ko phù hợp cho học sinh học,0,,,
4054,"Mực in bị lem , in k đẹp. Giao nhanh",0,,,
4060,Vải dễ bị đứt bung ra khi mình vừa để đc vài bộ quần áo,0,,,
4061,"Vừa nóng vừa thiếu ổn định, dùng mạng rớt hoài. Quá thất vọng cho sp của thương hiệu lớn Tp Link",0,,,
4064,"Hàng dỏm,không hài lòng,không có lần sau",0,,,
4066,SSD tốc độ quá chậm sản phẩm không đạt tới a độ hãng sản xuất công bố read 550mb write 480mb mà chỉ đạt write 60mb đến 200mb,0,,,
4067,"Không nên mua, sản phẩm không tốt",0,,,
4069,"Sản phẩm tốc độ tối đa là 300, nhưng khá chậm. Khi cắm mạng dây, tốc độ khoảng 100, nhưng khi dùng qua thiết bị này, chỉ được khoảng 30 mbps. Ngoài ra, thiết bị không ổn định, thi thoảng tự nhiên mất mạng, cần rút ra và cắm lại ....",0,,,
4070,"Nội dung sách rất ok._x000D_
Nhưng giao sách mình bị rách bìa, thẩy quải không mún nhắn lun",0,,,
4074,Tạm biệt thôi ko giống hình quảng cáo cáo cái long đèn mỏng tả ko nỗi.,0,,,
