content,Quality,Service,Shipping,Packing
3246,"mua 2 chai một đúng mẫu, một thiếu nút đóng chai",,0,,
3251,"Trong quảng cáo nói dùng được cho máy MFC-L2701DW, nhưng thực tế kg lắp được.. vui lòng liên lạc lại để đổi hàng",,0,,
3255,Đặt mực 79A sao shop lại chuyển mực WT95g vậy? mực này không hỗ trợ máy HP M12W ? chả lẽ vứt đi sao ? Tiki không kiểm tra kỹ đơn hàng sao? thất vịng với tiki !,,0,,
3258,"Quà tặng không đáng là gì, nếu không có quà tặng thì thôi đừng nói là có quà tặng. Nói là có quà tặng trong khi đó lại không gửi quà tặng kèm theo. 
Cái này là thái độ của cửa hàng không tôn trọng khách hàng. Nên xem lại thái độ!",,0,,
3266,Lúc mua thấy có tặng thêm bình nhựa. Nhưng giao hàng sao lại không có shopj nhỉ,,0,,
3274,tới giờ này vẫn chưa xuất hoá đơn bán hàng. làm ăn gì kỳ cục,,0,,
3280,Chất lượng sản phẩm tạm ổn. Tuy nhiên đặt màu xanh nhưng shop lại giao màu xám. Nhắn tin thì không thèm trả lời.,,0,,
3282,"Gối quá nhỏ, y gối e bé, trong khi thông tin sản phẩm thể hiện một lốc kích thước, không thể biết được kích thước gối mình đặt là bao nhiêu. Cảm giác như bị lừa, mua tới 4 cái, chán! Mọi người cân nhắc!",,0,,
3283,Đặt một màu mà shop giao màu khác. Hôm sau shop chụp hình lên có tâm chút xíu.,,0,,
3294,"Mua 6 cái mà ko có nỗi 1 cái quà tặng, quá đáng buồn bên tiki !",,0,,
3299,"Ảnh 1 đằng, hàng 1 nẻo. Bán bản tái để ảnh bản đầu, lươn khươn",,0,,
3316,"hàng hóa mua nhưng xuất hoa đơn quá lâu, gợi đinệ hỏi hóa đơn hơn đi ăn xin, nên các cty mà mua thì nên coi lại
Gọi trực tiệp tới cty để báo xuất hoa đơn nhưng lại kêu ko hỗ trợ. Nói chung la nếu mua cho cty cần hoa đơn thì ra cửa hàng mà mua cho nhanh",,0,,
3325,"Giao sai sách, giá tiền còn rẻ hơn sách mình đặt",,0,,
3326,Hic mình nhớ rõ ràng mình đặt được cái poster nữa mà tiki chỉ gửi cho mình mỗi cái chuyện huhu,,0,,
3338,"Tiki lừa khách hàng, rõ ràng để tặng Astra trị giá hơn 400k, mà mua xong thì k đc tặng, gọi điện thoại hỏi thì bảo thiếu điều kiện (thiếu điều kiện thì để tặng làm gì) rõ ràng trong trang bán hàng để tặng (hình đính kèm), k thấy tặng thì mình đã mua bên *** rồi hàng chính hãng mà giá cũng tốt hơn! Anh Em lưu ý cân nhắc, đừng để bị lừa giống như mình",,0,,
3345,Người bán hàng cố tình tư vấn sai sự thật. Bao biện bằng lý do người mua ko nói rõ nên coi như ly đặt lọt thỏm vào túi là đã vừa. Nói thế khác gì bảo người 40kg mặc vừa áo size XXL. Thái độ coi thường khách hàng khi cho rằng sản phẩm 9k nên không đáng để nói tới. Tôi mua cái ly 500k thì ko quan tâm đến giá của cái túi. Do ko đặt đc túi đi cùng với ly nên mới phải mua ở đây. Rõ ràng thái độ của người bán rất tệ. Tư vấn vô trách nhiệm chỉ với mục đích bán được hàng chứ không quan tâm đến trải nghiệm khách hàng.,,0,,
3347,Shop buôn bán *** để ổ khoá giao cục bồn cầu,,0,,
3350,"Kích thước pin mặt trời không đúng như quảng cáo trên web Tiki, bề dày đèn không giống như vài lần trước đã mua, đèn không in chữ 200w",,0,,
3357,"sản phẩm đẹp, chạy êm. Cho 3 sao vì shop ko kèm vis để lắp đặt phải chạy đi mua thêm.",1,0,,
3364,"Hàng không đúng mô tả, phải cắm dây mới hoạt động (không thể tích điện)",,0,,
3365,Khi nhận hàng mình ko thấy phần quà tặng. Trong khi lúc đặt hàng thì hình ảnh phần quà tặng vẫn hiện lên kèm theo sản phẩm mình mua. Nên mình thấy shop ko rõ ràng trong phần khách đặt được tặng quà hay không?,,0,,
3371,Mình nhận sách đợt đầu không có CD. Sau khi được đổi trả lại vẫn nhận được sách không có CD hoặc mã QR để quét.  Phản hồi lần 2 thì chưa thấy mail trả lời. Thất vọng với Tiki lần này. Tiki có cách nào gửi file mp3 cho người mua không?,,0,,
3372,shop làm ăn kì cục đặt màu trắng giao màu xanh,,0,,
3386,"mình ko thấy chổ nào chọn size nên mua trúng size nhỏ mà tiki ko cho đổi size, vậy là phải bỏ , ko hài lòng",,0,,
3393,"Giao sai sản phẩm. Đặt mua Casio FX-580VN X, nhưng lại giao Casio FX-570VN Plus. Đề nghị đổi trả sản phẩm dùm mình. Làm ăn chán quá, đang cần gấp mà còn giao sai hàng!",,0,,
3418,"Máy in giao có thu phí vận chuyển và lắp đặt nhưng ko thấy nv cài đặt máy, hoá đơn vat thì mới nhận được hđ vận chuyển còn hđ máy thì chưa nhận được! Vui lòng gửi hđ sớm vì tôi mua cho công việc! Cảm ơn!",,0,,
3423,đóng gói cẩn thận nhưng hàng thì k đúng nồi 3 đáy nhưng khi nhận thì k phải,,0,,1
3432,sp k đung như hinh.rât k hai long,,0,,
3434,"Hàng KHÔNG đúng như quảng cáo..
Shop giúp kiểm tra lại.",,0,,
3439,"chất lượng đẹp nhưng không đúng kích thuốc mình đặt, giao hàng nhỏ hơn so với hàng mình đặt. đề nghị đổi lại hàng",,0,,
3440,Ủa shop. Gửi sách chi ri @.@,,0,,
3458,Giao nhầm mã sản phẩm. Sản phầm mình muốn là mã hàng DGIWK-01. Còn sản phẩm mình nhận là DGIWK-B01. 2 model hoàn toàn khác nhau. Mong tiki đổi cho mình sản phẩm mình mong muốn,,0,,
3466,Tiki hài ghê! Bọc book care cho thấy như v mà cũng không thay quyển khác cho khách hàng! Làm vậy mà được?!,,0,,
3481,Kích thước không đúng mô tả: chiều sâu của bộ mình nhận được là 14.5cm thay vì 20.,,0,,
3485,"bọc sách quá ẩu, bọc thừa cả 2 chiều. NV làm không có tâm chút nào. Làm cho xong việc.",,0,,
3491,"Đặt hàng cụm drum 2385, nhưng lại giao 2255 😂😂😂, 1 sao",,0,,
3497,"Sách giao nhanh nhưng khi bọc sách thì sách để bị méo gấp lại, hộp giao hàng cũng bị méo.",,0,1,
3509,"Shop giao sản phẩm mà cái hộp rách nhàu. Mã code trên hộp thì đúng của Orico, mã trên sản phẩm thì không phải. Mua hàng ngày 8/8/2020 mà tem thì ghi ngày 6/6 không thấy năm. Mình hay mua hàng Tiki chỉ được cái bán sách là tốt! Nản!",,0,,
3514,"Mk mua hàng, giao thiếu hàng. Báo lại thì shop bảo xem lại mà cả tuần nay Ko phản hồi. Chán thật. Trăm người bán, vạn người mua. Người mua nên xem xét kĩ lưỡng về đánh giá và mua nhé!",,0,,
3515,"Mình mua và nhận hàng cảm nhận hàng không giống sp minh hoạ_x000D_
Hy vọng shop đăng bài sử dụng hình ảnh thật của SP",,0,,
3516,"Kính gửi Tiki.vn,
Tôi gửi hai ảnh là hàng tôi nhận được từ các bạn, 1 ảnh là hàng tôi đặt trên web. Hai mặt hàng này khác nhau 99% (cả về hình dáng, chế độ xả nước và màu sắc hai sản phẩm này khác nhau hoàn toàn). 
Nhìn chung sản phẩm này không phải sản phẩm mà tôi lựa chọn mua.
Trân trọng.",,0,,
3531,"Không nhất quán trong giá
Đơn hàng giá cũ không giao cũng khôngbphản hồi
Đơn hàng sau đat lai giá tăng giao ngay",,0,,
3532,dặt một đường giao một nẻo,,0,,
3543,"không biết shop có nhầm lẫn gì ko? hàng order là CAT 6 lại giao CAT 5e??? ko đúng yêu cầu. Cảm giác bị lừa, chờ shop trả lời",,0,,
3545,Giao nhầm hàng. Khong lien he duoc de khieu nai,,0,,
3547,"Sản phẩm không đủ diện tích màn hình 14 inch, thiếu khoảng 4cm.",,0,,
3573,Không bọc sách cẩn thận. Để bìa bị bong,,0,,
3574,"Không có bookcare dù đã mua và yêu cầu bookcare, k biết sinh ra cái dịch vụ đấy để làm gì, thất vọng hết lần này đến lần khác",,0,,
3579,Thiếu 1 nửa của 1 chiếc. 9 cái còn lại 7 cái khớp chắc chắn. 2 cái bị lỏng,,0,,
3584,"1. Kệ sách giao thiếu 1 vít vặn.
2. Vị trí ốc vít không khớp ở mặt sau, người mua nên có máy khoan để bắt được kệ nhanh hơn.
3. Sau khi lắp xong, để sách lên đủ 9 tầng >> thanh chống giữa sẽ bị cong do sách nặng dẫn đến việc dùng không bền.

Nên có thêm lựa chọn vít + ticke để có thể cố định kệ sách vào tường.",,0,,
3585,"Mình mua 2 cuốn sách đều có đăng ký bookcare nhưng chỉ 1 cuốn được bookcare còn cuốn Sang chấn tâm lý này được bọc bởi 1 lớp bao bóng bên ngoài, chứ ko được bookcare. Có lẽ tiki khi đóng hơn quên bookcare nhưng mình vẫn bị trừ 1 bookcare. Nói chung là hụt hẫng vì sách không được bao",,0,,
3586,không hài lòng chút nào đặt 300 cái về đến đc 200 cái,,0,,
3588,"Mình có báo thông tin là xuất hoa đơn.. mà shop xuất sai địa chỉ… gửi sai đia chỉ email. _x000D_
Mà có báo để chinh sửa r mà ko thấy phản hồi.. ko trả lời tin nhắn, ko hỗ trợ dù rất dễ để xử lý lỗi này… dề nghi shop xử lý hỗ trợ giúp minh…",,0,,
3589,"mua Cha và Con của Tony Parsons thì nhận đc sách của Ivan Turgenev thực sự quá thất vọng, đơn này chấp nhận lấy ko đổi trả, chat nhắc đơn sau tránh nhầm mà vẫn bị, ko hiểu làm ăn kiểu gì, quà tặng ko thấy luôn, nếu ko có sách thì phải báo chứ. ko bao h mua lại ở đây nữa.",,0,,
3596,"Shop làm ăn gian dối, để giá rẻ để *** khách hàng. Bỏ tiền ra mua máy mới nhưng khi nhận thì bảo hành chỉ còn 8 tháng. Nhắn tin hỏi thì báo đã kích hoạt trong khi lúc mua hàng thì ghi bảo hành 12 tháng máy mới? Rồi nhắn tin kêu shop giải quyết thì shop lơ lun không trả lời.",,0,,
3597,"mô tả ko nói đến bản có quảng cáo. _x000D_
Giá này đáng nhẽ phải là bản ko có quảng cáo._x000D_
Bản có quảng cáo như này chỉ 2tr1 2tr2 thôi",,0,,
3598,"Một sự làm ăn hết sức ba trợn, lừa lọc",,0,,
3602,Giao sai loại đặt hàng 35A mà giao 26A yêu cầu đổi lại,,0,,
3605,"hình đăng hai chân, dây tròn mà giao lại là 3 chân, dây dẹt ạ",,0,,
3609,"Mình mua hàng 28/7/2019, gởi bảo hành 2 lần, vẫn lỗi. Thời gian bảo bành nhiều hơn thời gian sử dụng. Đang suy nghĩ không biết có nên gởi bảo hành lần 3 hay vất đi luôn :-(
Chất lượng thiết bị: *, dịch vụ Tiki tốt. Tổng đánh giá **",,0,,
3611,"Đọc thông tin sản phẩm thì có vòng đệm chống rỉ nước nhưng cái mình nhận không hề có vòng đệm nào cả, khi nghiêng bình sẽ rỉ nước dù đóng nắp chặt.",,0,,
3613,tât cả mọi ngươi ko nên mua tai shop nay nhe mua 1 đằng giao hang 1 kiểu lưa loc nguoi mua mua loai 4 côc thi giao loai 3 cốc thất vọng đê nghi ngươi mua tảy chay,,0,,
3620,"Mình đã rất buồn khi bên bán đóng gói nhầm sách, giao sai sách cho mình. Khi mình gọi lại phản hồi bên nhà sách nói để bên bạn check và gọi lại. Tuy nhiên không hề có cuộc gọi lại nào. Mình liên hệ lại theo hotline thì không ai nhấc máy. Mình đã ko mua được cuốn sách mình cần, phải nhận cuốn sách đã đọc rồi.",,0,,
3629,"Không thể liên lạc lại được với bên bán sau khi đã thanh toán, nhận hàng",,0,,
3644,"Màn đẹp dày dặn nhưng không thấy túi thơm hàng tặng kèm như shop đã quảng cáo, rất thất vọng",,0,,
3650,bảo bản kid mà giao bản thường,,0,,
3655,"Mình đặt Tikinow nên giao nhanh
Nhận xét về sản phẩm
- Hàng mới nguyên seal tem box là của phammemchinhhang
- Adapter là phiên bản màu đen, mình cứ nghĩ là sẽ nhận đc màu trắng thì sẽ đẹp hơn
- sản phẩm ko có tem bảo hành, chả biết sau này hư lỗi thì dựa vào gì để bảo hành nữa. Mình có đặt câu hỏi về bảo hành cho Tiki, mà quá trình duyệt và trả lời của Tiki quá lâu nên mình viết đánh giá lên này luôn
- Chất lượng thì tuyệt vời, nhà mình 2,5 tầng, đặt 3 node cover toàn bộ k góc chết, đặt ở chế độ AP, nói chung sản phẩm rất đáng mua và tốt cho nhà nào nhiều tầng nhiều tường, thự roaming rất tuyệt vời",1,0,1,
3659,"Tiki làm ăn ngày càng chán, tự ý hủy đơn, rồi đổ lỗi ko liên hệ được người nhận. Yêu cầu xin lỗi hoặc giải thích lý do, thì sau 1 tuần chả làm được gì rồi chốt: ""Bộ phận hổ trợ của Tiki không thể giải quyết đơn này nữa, cũng thể gửi lời xin lỗi đàng hoàng, mong anh thông cảm"". Như trò đùa!!!",,0,,
3662,Giao hàng ko đúng loại sản phẩm đặt. Liên hệ Tiki để được phản hồi nhưng đợi 3 ngày vẫn chưa thấy kết quả. Thật sự thất vọng. Tiki ko còn uy tín như trước kia,,0,,
3682,"giao không đúng sản phẩm đã đặt shop ơi_x000D_
đổi lại giúp mình_x000D_
đặt hộp mực mà?",,0,,
3685,"Tôi đặt hộp 325 tại sao giao tôi loại này
Giao hàng mà không kiểm tra xem người ta đặt cái gì sa?",,0,,
3688,Giao hàng không đúng như hình,,0,,
3715,"Không lắp sẵn pin thì lấy gì test đây , nhắn tin thì không nhiệt tình trả lời . Bán giá quá cao so với shop khác",,0,,
3727,Mua cây RAM mới mà bóc ra không thấy tem ghi hạn bảo hành ở đâu cả.,,0,,
3734,Mua nắp chảo 28cm thì gửi cho mình loại 26cm lắp không vừa.,,0,,
3736,"tiki không rỏ ràng về hộp iphone k củ sạc và tai nghe, lúc mình mua thì trong phần thông tin vẫn còn ghi có củ sac và tai nghe nhưng sau khi nhận hàng thì thông tin trên tiki lại thay đổi. Không có căn cứ gì để kiện được tiki. cảm thấy bị lừa đảo. Về giá ghi rẻ nhất nhưng lại còn thua giá lazada nếu mình mua không phụ kiện sạc và tai nghe",,0,,
3737,Sẵn phẩm thiếu 1 ống hút trân châu. Thiết nghĩ tiki phải kiểm tra hàng trước gi giao cho khách,,0,,
3741,"đặt bộ 4 túi 4 loại mà giao có 2 loại. Trả hàng xong kêu giao lại thì chỉ giao đc 3 loại. Shop tệ quá, toàn lừa nhau!",,0,,
3744,"Mình bị lộn đơn hàng nhưng shop ko có hỗ trợ, cảm thấy shop làm việc khá cứng nhắc. Ko có lần sau nữa",,0,,
3768,"Sản phẩm không có tem bảo hành chính hãng,không vào được cài đặt _x000D_
Yêu cầu shop đổi cho cái khác",,0,,
3775,Tôi đặt Mua bộ combo 12 tập mà chỉ mới nhận được 1 cuốn là sao!? vậy 11 cuốn còn lại đâu!? Có khi nào lừa combo thành 1 cuốn ko!?,,0,,
3783,"(*) Đánh giá không tính điểm
Giao hàng ko kèm pin đang dùng gắp ko vui",,0,,
3785,"Đặt hàng Khay Ổ Cứng Caddy Bay 9.5mm Siêu Mỏng (Gắn Ổ Cứng Thay Ổ Quang Laptop), mà giao là 12,7 gắn vào máy tính không được, mà lỡ thanh toán rồi, u hu hu.",,0,,
3792,Lần sau shop chịu khó cho cái VAT vào lúc gửi đồ luôn. Tự nhiên người mua chịu 2 lần ship. Ko biết shop nghĩ gì,,0,,
3813,"Đặt đơn hàng flashsale vào lúc khuya, đơn hàng báo đặt thành công, momo cũng đã trừ tiền thanh toán. Sáng ngủ dậy thấy báo đơn đã bị hủy không lý do. Gọi tổng đài thì bảo do chưa thanh toán thành công nên bị hủy đơn nên hoàn tiền, vào lại MoMo kiểm tra đơn 139k chỉ hoàn lại 40k, mình lại điện thoại hỏi tổng đài, báo hủy đơn thì sẽ hoàn phần còn lại trong 1-3 ngày. Thật hết sức vô lý, mình không tự hủy đơn sao lại giam tiền của khách hàng, đã hoàn hay giam thì phải toàn bộ số tiền, sao lại chỉ hoàn 1 phần trước như vây. Nếu mình không để ý chắc số tiền này sẽ mất ? Do đến nay chưa nhận được tiền hoàn nên sẽ đánh giá 1 sao cho đơn này, để xem tiki giải quyết thế nào. xài hết xu và astra mình cũng sẽ không thanh toán online trước nữa",,0,,
3820,"Nhầm loại sp, đang chờ hoàn tiền để mua đúng loại sản phẩm cần",,0,,
3823,Chán. Đổi hàng cuối cùng nhận lại 1 cái tương tự cái cũ( không biết có phải cái cũ không) và lại thấy thêm lỗi. Thực sự không hiểu tiki trading có kiểm hàng trước khi giao ko nữa.,,0,,
3830,"Hàng giao không phải giấy dán nhãn decal, mà là giấy bìa bóng.",,0,,
3831,"mình đặt hàng 3 set 10 cuộn giấy in bill k80x80. shop giao 1 set. trên thùng vẫn còn in chỗ khối lượng giao là 2,4kg. đề nghị shop xem lại.",,0,,
3841,"KHÔNG CÓ STANDEE. Mình mua hôm quyển truyện này phát hành, vậy nên ko có trường hợp bản có standee hết hàng được, với lại Tiki cũng ko cần cái standee làm gì. Vậy nên chỉ còn lại lí do là TIKI ko đóng gói hàng có tâm, làm qua loa. Rate 1",,0,,
3852,"Màu không đúng, sản phẩm cũng không đúng, đề nghị đổi hàng. Mua 2 sản phẩm, mà mở ra thấy kệ có 1 mảnh vậy",,0,,
3853,"Về chất lượng: hàng chắc chắn, vải dày dặn.
Nhưng mình đặt 3 cây dù, 2 xanh+1 đen mà shop giao có 2 cây. Mình đã thanh toán trước, vui lòng gửi thêm hàng giúp.",1,0,,
3858,"Mới nhận hàng, thông số kỹ thuật chính xác, nhưng mẫu mã 100% khác hình minh hoạ sản phẩm. Cho 2* vì tiki now nhanh gọn !",,0,1,
3866,Mua màu trắng led đỏ nhưng shop gửi gỗ vàng led xanh,,0,,
3873,Dán = gì?!.....nh Iw ng chả bao $$$,,0,,
3882,"Máy mua cho ng lớn tuổi, tính cài thêm youtube, zalo, fb cho các cụ dùng nhưng máy lag dù chưa hề log in nên không có dữ liệu ứng dụng, không có ứng dụng chạy ngầm và đã gỡ gần hết ứng dụng không cần thiết của microsoft, google. _x000D_
Đem trực tiếp ra bảo hành samsung thì nhân viên nói chất lượng chỉ thế thôi. _x000D_
Đúng chất chỉ nghe - gọi, không zalo, fb, youtube thì hãy mua, không thì đừng nên mua, phí tiền.",,0,,
3889,hàng bị lỗi k hỗ trợ đổi trả,,0,,
3897,"Quá sức chịu đựng của tao_x000D_
Bọc sách book care không có tâm, biết người dùng sử dụng book care là nâng niu sách như thế nào không mà nỡ làm gấp bìa sách như vậy. Yêu cầu tiki chỉnh đốn vấn đề này, đuổi gấp mấy tên nhân viên bọc sách câu thả vô ý thức. Còn không chắc không dám mua sách gì trên Tiki nữa. Mua 3 cuốn bị đủ cả 3 cuốn, thà khỏi bọc còn hơn",,0,,
3899,"Mình đặt combo 300 túi nhưng chỉ nhận được 1 gói, ở ngoài bao bì ghi là x100 túi, mình nghĩ đáng lẽ phải có 3 gói như thế? Mình chưa đếm nhưng mình nghĩ chắc cũng 100 là cùng vì gói khá nhỏ, vậy khả năng cao là shop giao thiếu chăng?",,0,,
3901,giao hàng sai tg đã báo và lòng vòng rất là thông cảm nếu bận bay chưa điều chuyển hàng về kịp cứ thông báo vs khách hàng lý do chính đáng co f này k giao chưa có sự thống nhất vs khách hàng mà tự dời ngày giao lại đến khi kiện cáo ms chịu giao ma vẫn trễ jo,,0,,
3925,Cách quảng cáo giá tạo sự hiểu lầm giá 3ks thành giá 6ks,,0,,
3929,Giao sai sản phẩm. Sản phẩm giao sai thì nhìn như đã qua sử dụng. Gọi điện cho shop thì đổ lỗi cho vận chuyển. Đã yêu cầu hoàn hàng trả lại tiền . Rất tệ.,,0,,
3936,Người bán không trả lời tin nhắn,,0,,
3938,"tôi mua 1 kệ 2 tầng , 2 kệ 3 tầng và 1 kệ 4 tầng , tôi đã ráp được 3 kệ , còn 1 kệ 4 tầng , vì chi tiết giao không giống  các kệ kia , kệ 4 tầng gồm 4 tấm nhỏ 24x28 , 3 tấm dài 120x20 , 4 tấm nhỏ đục lỗ giống mấy kệ kia , nhưng kệ 4 tầng đáng lẽ 5 tấm nhỏ mới đúng . , 3 tấm dài thì đục lỗ lạ quá không ráp vô đâu được cùng những con tán dài , tắc kê ...lạ quá , hay đã soạn nhầm hàng rồi  ,. vui lòng xem lại và đổi hàng sớm để tôi có sử dụng nhé , cám ơn nhiều ạ !",,0,,
3960,Đơn hàng đặt mua có bao gồm cả túi đựng bên ngoài mà hàng giao lại không có.,,0,,
3968,Kg đúng hàng đặt 504 mà giao gi đâu,,0,,
3970,Mình không đặt 3 cuốn sách này / đơn đặt 3 cuốn moi moi. Vui lòng ship lại sách cho mình,,0,,
3972,Xử lý vấn đề xuất hoá đơn lâu,,0,,
3973,Giao hàng thiếu. Hồi đáp láu,,0,,
3979,"Tiki giao hàng rất nhanh. Nhưng bộ màu này mua có tặng kèm bút nước, cọ..... nhưng khi giao k thấy phần tặng kèm gì hết.",,0,1,
3981,Pop up yêu cầu đánh giá quá phiền,,0,,
3996,"Không bookcare dù đã chọn gói bookcare, dịch vụ của tiki chỉ biết xin lỗi chứ có coi khách hàng ra gì đâu",,0,,
3997,"Ko có màu như khách đặt mà chỉ nhắn trên chat. Tôi ko check ngay đc, nếu biết sớm tôi đã hủy đơn.",,0,,
4001,Đặt hai cái shop giao có một cái. Tiền vẫn thu hai cái giờ phải làm sao,,0,,
4004,"Chào bạn, cho mình hỏi trước mình đặt sách sẽ thường có mục chọn bookmark mà sao gần đây không có bạn nhỉ ?. 
Với mình có một góp ý nho nhỏ là sách khá bụi mong các bạn có một lớp bọc ngoài để bọc cho sạch.Nay mình nhận không một cuốn nào bọc cả.Cảm ơn các bạn",,0,,
4017,Mình đặt mua sản phẩm này từ tháng 7 để phòng hờ máy hết mực lúc cần thiết. Đến hôm qua máy thực sự hết mực mới mang ra xài. Đặt mực cho máy Brother nhưng lại giao hàng Canon. Vì cũng lâu rồi nên mình không biết có hỗ trợ đổi được không nên mình cũng không báo hotline. Hy vọng Tiki check lại sản phẩm kỹ hơn trước khi giao.,,0,,
4021,"Giao nhanh, giá tốt_x000D_
Trừ sao do Tiki dán tem lên bìa, để lâu gỡ ra sẽ bị HƯ bìa (mất lấp lánh như hình)",,0,1,
4024,"Chọn mền màu xám đậm, giao hàng xám lợt _x000D_
Yêu cầu đổi trả hàng",,0,,
4026,Sản phẩm thiếu miếng dán tường,,0,,
4027,Hàng xước nhiều đã thế còn không có bookcare bọc bên ngoài. Uk thì cứ nói rằng là bên đó ko có book care nhưng mik rất khó chịu vs việc giao hàng ko có uy tín. Nếu không giao có bookcare ít nhất hàng cũng phải an toàn chứ. Đây thì hàng xước gần hết quyển. Làm việc xin đừng để khách hàng mất lòng. Mik muốn một lời giải thik từ bên bán hàng. Ib riêng vs mik.,,0,,
4031,shop có hành vi gian lận. trong mô tả sản phẩm ghi đầy đủ ly muỗng tới khi giao hàng thì không kèm theo. đến được hỏi thì nói hàng ko bao gồm ly và muỗng. đang đề nghị trả hàng từ tiki nhưng chưa nhận được phản hồi,,0,,
4034,"Chỉ đạt 3 sao là bởi vì:
Ưu điểm: Box ổ cứng tốt độ rất ấn tượng, sản phẩm chính hiệu, đầy đủ phụ kiện.
Nhược điểm: Adapter 12V 2A đi kèm không đủ tiêu chuẩn chất lượng, dòng điện chập chờn không đủ điện quay ổ cứng, dễ bị usb malfunction. Anh em nào mua box nên mua riêng Adapter 12V 4A giá 125k để dùng.",,0,,
4036,"Tôi có mua 1 đơn hàng trên app Tiki, đơn hàng có 2 sản phẩm: Tp link và chuộc không dây, của nhà cung cấp là Máy tính Lanh Dung, ngày hôm nay tôi đã nhận 1 kiện và chỉ có 1 sp Tp Link. Nhưng app báo là đã giao hàng cả 2 sản phẩm. Tôi đã liên hệ tổng đài Tiki nhưng ko được giải quyết thoả mãn. Mong Tiki và nhà cung cấp sản phẩm này xem lại việc này. Xin cảm ơn
Đơn hàng số:
440424054",,0,,
4037,"Mua 100 túi, nhưng chỉ có 50 túi. Bán hàng như vậy tôi không thể đánh giá 5 sao được.",,0,,
4048,mình mua 4 cái mà giao có 2 cái ak???,,0,,
4050,Shop giao hàng không đúng với đã đặt. Đặt RAM Samsung 8GB DDR4 2400MHz SODIMM mà lại giao RAM Samsung 8GB DDR4 2133MHz SODIMM,,0,,
4053,"Trước giờ vẫn rất ủng hộ Tiki đặc biệt là lúc mua hàng điện tử, cả laptop, điện thoại và máy ảnh của mình đều mua ở đây, nhưng đến lúc này thì phải đánh giá 1 sao. Điện thoại nhận được còn nguyên seal nhưng lại có vết trầy xước ngay viền, lúc mình khởi động máy lên rồi mới phát hiện, sau khi liên hệ CSKH thì được báo phải chờ 48h mới có kết quả, trong thời gian đó điện thoại phải tắt nguồn không sử dụng, làm lỡ bao nhiêu công chuyện của mình, tới lúc được phản hồi thì cái gọi là hướng giải quyết của Tiki là không chấp nhận đổi hàng, sau đó tặng cho mình 1 cái voucher mua ốp lưng vô thưởng vô phạt. Mình giải thích rõ là mình không có nhu cầu xài ốp lưng, nên voucher này đối với mình mà nói không có tác dụng, cũng thông cảm cho việc không đổi hàng vì đã bật nguồn và yêu cầu xem xét lại cách giải quyết, thì từ đó đến nay đã 4 ngày, không một cuộc gọi không một email, lờ đi yêu cầu chính đáng của khách hàng. Nếu đây là cách thức CSKH của Tiki, thì mình xin phép từ giờ không ủng hộ nữa, QUÁ THẤT VỌNG!!!!",,0,,
4057,Đặt mua như hình quảng cáo nhưng nhận hàng kg đúng,,0,,
4059,"Không hề giống trong hình, tiki nên đánh giá chất lượng các seller vì mua hàng online họ thường nhìn hình ảnh khi muốn mua đồ.",,0,,
4068,"Không có ổ cứng bên trong. Chỉ có nguyên cái vỏ._x000D_
Gì vậy shop???",,0,,
4071,Làm ăn giang dối để 6 mốc mà gửi 1 giá có 4 mốc,,0,,
4073,"mình mua RAM DDR3L nhưng hình như shop giao nhầm DDR3 rồi, cho mình đổi lại DDR3L",,0,,
4082,"Hình mẫu ver1 mà giao mẫu ver2, nhưng thôi dùng cũng dc nên không đổi trả.",,0,,
4085,"Sản phẩm thì giao thiếu, gửi mail thì ko phản hồi, gọi điện thì đã hơn 1 tuần vẫn chưa thấy đưa ra hướng giải quyết, hẹn lần hẹn lượt, trong khi đơn hàng này tôi đã chuyển khoản rồi. Đã mua hàng nhiều lần nhưng lần này thật sự thất vọng trước cách giải quyết vấn đề thiếu chuyên nghiệp.",,0,,
4086,"Giao hàng nhanh nhưng không đúng mô tả, dây 20m nhưng nhận được chỉ có 2m",,0,,
4094,"Mua máy Brother MFC-L2701DW mà giao máy Brother MFC-2701D,",,0,,
4105,"Sản phẩm nhận được cắm sạc không lên, mình liên hệ shop xử lý rất chậm",,0,,
4119,chán shop quá đặt 1500ml lại giao 1000 hazzz,,0,,
4121,Thiếu hàng của em shop ơi.  Mua combo5keo bẫy chuột mà ko gửi cho em là sao.,,0,,
4138,Mình không có thấy quà tặng gì hết,,0,,
4142,mua 2 lốc được mua bình nước brita với giá đặc biệt nhưng lại không có Brita meter vậy làm sao xài?,,0,,
4146,"Mua 2, trả tiền 2 nhưng sao giao có 1 vậy shop?",,0,,
4151,"Mình mới nhận hàng xong. Khi xem hình shop đăng thì có hai lỗ cho gương chiếu hậu, nhưng lúc nhận hàng thì không có. Cái này góp ý shop xem lại cách đăng bài. Còn lại thì   được.",,0,,
4160,Đặt mua hộp mực có lỗ đổ mực nhưng nhận về sản phẩm không có,,0,,
4162,"Dễ lắp đặt, nhưng chiều dài không như mô tả và quảng cáo.",,0,,
4175,Thiếu nam châm gắn bảng ???,,0,,
4183,"Mua 2 cuốn thì một cuốn bóc ra bị ntn, mình nghĩ nên ktra trước khi gửi hàng đi",,0,,
